"CODIGO","AÑO","DIA","ENE","FEB","MAR","ABR","MAY","JUN","JUL","AGO","SEP","OCT","NOV"
"2401519","1986","7","6","8.9","7.6","0.6","5.8","1.6","5.4","6.6","2","3.7","0.8"
"2401519","1986","8","2","9.8","8.6","5.7","0.9","4.2","3.7","4","4.4","7.6","0.5"
"2401519","1986","9","9","6.8","0.8","3.2","5.9","2.7","2.6","10.3","0.1","4.5","6.6"
"2401519","1986","10","6.4","2.5","6.4","1.5","0.1","3.8","3.8","2.9","1.5","5.4","6"
"2401519","1986","11","10.7","6.7","4.4","4.4","7.1","2.3","1.6","0.3","2.6","1.7","5.6"
"2401519","1986","12","8.7","5","3","3","0","6.1","6.7","1.6","3.2","5.8","0.6"
"2401519","1986","13","9.4","3.2","1.1","3.2","6.8","7","7.8","0","1.8","0.5","0.9"
"2401519","1986","14","5.1","0.4","0.1","0.1","3.3","2.2","1.2","8.4","9.7","1.5","5.9"
"2401519","1986","15","7.2","3.8","0.2","5.5","7.4","0","5.4","2","9.1","2.5","0.2"
"2401519","1986","16","7.1","0.4","0.2","6.4","10.7","3.5","3.6","2.2","8.7","2.8","2.2"
"2401519","1986","17","1.5","2.1","0","0.1","4.5","0.5","3","3.8","5.8","5.3","8.4"
"2401519","1986","18","4.3","2.7","0","2.2","9","0.9","2.2","4.2","1.8","1.8","5.5"
"2401519","1986","19","7.3","1.1","4.3","4.4","2.3","0.6","6.8","8.3","1.7","7","2.9"
"2401519","1986","20","4.3","3.1","4.4","6.6","2.8","4.2","9.9","2.2","2.4","1.3","2.3"
"2401519","1986","21","5.3","3.3","5.2","4.2","4.1","1.9","3.5","2.8","5","5.2","8.5"
"2401519","1986","22","9.1","3.6","6.7","5","4.2","3.8","0.2","9.3","5.5","3.7","5.6"
"2401519","1986","23","5.2","3.3","7.3","5.2","2.5","2.3","7.7","8.8","5.4","1.8","0.7"
"2401519","1986","24","1.8","3.3","5","5.1","2.3","2.5","5.7","5.1","5.1","5.7","2.2"
"2401519","1986","25","0.6","0.3","2","4.4","5.7","2.1","3.8","8","4.2","1.3","4.6"
"2401519","1986","26","2.7","0.4","8.1","5.1","2","4.7","1","6.1","5.5","1.7","7.8"
"2401519","1986","27","1.5","2.7","4.4","4.5","0.3","0.1","0.8","4.8","3.1","1.1","2.6"
"2401519","1986","28","7.6","1.1","3.5","0.4","0.8","3.1","5.5","8","2.6","1.5","9.3"
"2401519","1986","29","7","0","4.2","5.1","3.3","1.8","4.5","3.8","1.7","0.5","10.1"
"2401519","1986","30","7","0","5.6","5.2","4.8","0.3","6.2","1.8","2.8","4.6","6.4"
"2401519","1986","31","3.2","0","2.6","0","5.7","0","2.7","1.1","0","7.6","0"
"2401519","1991","1","6.1","8.6","8.6","0.5","4.7","2.9","2.7","2","0.6","8.1","4.2"
"2401519","1991","2","3.9","8.7","2.7","1.2","5.6","5.3","2.7","1.8","6.2","5.7","4.1"
"2401519","1991","3","5.8","7","1.4","6.7","5.4","2.9","1.2","4","4.6","6","4.8"
"2401519","1991","4","8.8","0.6","0.2","2.9","3.2","3.6","1.3","4.2","2.4","9","1.3"
"2401519","1991","5","0","4.4","0.4","8.5","1.1","1","4.2","2.8","2.3","6.8","4.7"
"2401519","1991","6","5.2","5.5","4.8","2.4","4.8","2.7","5.8","2.8","1.2","5.8","2.9"
"2401519","1991","7","4.2","7.3","0.3","4","0","3.4","1.9","3.8","3.3","6","4.2"
"2401519","1991","8","9","7.9","1.9","5.2","8.7","4.3","4.7","8.3","3.3","4","1.2"
"2401519","1991","9","9.2","5.9","0.6","2.3","1.2","1.2","2","4.2","4.2","0.7","0.4"
"2401519","1991","10","7","8.2","1.2","1.1","3.5","2.2","2.6","3.2","3","1.5","0.6"
"2401519","1991","11","6.4","5.8","2.5","4.2","4.4","6.9","7.5","2","4.7","2.2","3.5"
"2401519","1991","12","8","4.6","1.5","2.9","0.4","0.2","4","8.1","6.6","4.6","6.5"
"2401519","1991","13","8.7","9","2.5","0","2.7","1.3","1.2","4","5.3","5.7","3.5"
"2401519","1991","14","8.2","4.8","4.2","3.6","3.8","3","3.6","2","3.7","6.9","5.7"
"2401519","1991","15","6.7","5.5","7.7","2.3","0.6","5.1","1.3","4","0.5","4.1","2.3"
"2401519","1991","16","5.8","2","9","5","2.2","1.1","2.5","1.9","2.7","7.9","2.4"
"2401519","1991","17","6","5.9","7.3","5.4","3.6","0.2","2.8","2.2","1.3","6","4.1"
"2401519","1991","18","6.8","5.8","8.5","5.9","2.6","7.7","3.2","2.1","7.2","5","2.1"
"2401519","1991","19","7.8","5.7","8.3","1","1.2","5.4","3.6","3.5","3.9","9.4","5.1"
"2401519","1991","20","7.6","5.6","8","1.4","1.6","1.8","3.4","2.8","0.8","8.7","7.1"
"2401519","1991","21","8.3","5.1","9.5","2.7","1.9","1.7","2.9","2.1","2.1","7.8","2.8"
"2401519","1991","22","10","6.6","0.5","1.4","0.6","5.2","3.2","5.5","3.2","1.5","3.8"
"2401519","1991","23","10","0.5","6.6","0.5","2.4","2.6","2.6","0.3","4.2","2.4","3.5"
"2401519","1991","24","7","1.4","5.7","5.4","1.2","1.5","0.4","1.4","0.9","2.4","4.9"
"2401519","1991","25","9.1","0.7","5.8","10.3","4.8","3.6","0.8","5","3.3","7.2","0.6"
"2401519","1991","26","4.6","0.6","0","5.1","4.6","5.8","1.6","5.8","3.3","3","0.9"
"2401519","1991","27","0.1","4.2","0.2","3.5","4","1.8","6.2","2.7","5.6","2.5","0.6"
"2401519","1991","28","9.3","3.1","0","1.2","2.6","5","1","2.7","5.6","2","2.1"
"2401519","1991","29","10.3","0","7.7","5.2","3.9","0.8","3.2","2.2","6.7","6.4","0.9"
"2401519","1991","30","9.3","0","6.4","3.8","5.1","2","2.3","1.4","8","3","4.1"
"2401519","1991","31","8.5","0","7.8","0","0.2","0","1.3","3.8","0","4.5","0"
"2401519","1992","1","3.4","5.8","0.7","5.1","9","6.9","8","3.3","4.4","6.2","8.2"
"2401519","1992","2","7.4","7.2","6.6","4.8","8.5","1.8","2.7","0","9.9","3.5","9.4"
"2401519","1992","3","2.2","7.3","6.3","7.7","2.8","3.3","4.3","0","5.9","3.4","9.6"
"2401519","1992","4","4.7","8.5","2.5","8.1","2.6","3.3","4.9","1.5","4.1","8.7","8.6"
"2401519","1992","5","0","8.3","4.7","5.8","2.5","7.2","3.1","5.1","5.6","2.3","7.2"
"2401519","1992","6","3.3","8.2","3.9","8.8","3.4","6.7","4","4.6","3.8","4.6","2.8"
"2401519","1992","7","2.7","0.9","3.4","0.5","8.6","2.2","1.4","4.8","3.3","2.8","3"
"2401519","1992","8","8.9","3.2","3.9","3.2","7.8","2","5.6","1.9","5.1","3.8","5.6"
"2401519","1992","9","8.9","4.5","8.6","1.3","6.6","1.4","3.6","2.1","2.1","3.2","7.9"
"2401519","1992","10","9.3","6.2","2.9","0.2","3.1","6","1.8","2.6","3.9","2.5","9.1"
"2401519","1992","11","3","5.2","5.9","0.8","0.9","2.4","4.7","4.2","6","3.4","1.4"
"2401519","1992","12","7.9","3.3","2.6","3.4","4","0.5","4.9","4","8.2","4.8","6.1"
"2401519","1992","13","8.8","3.8","4.8","7.1","2.4","3.1","2.4","2.4","4","3.9","1.8"
"2401519","1992","14","8.1","7.9","4.1","6.2","3.6","4.2","5.3","1.9","4.7","4.6","0.9"
"2401519","1992","15","5.9","7.2","3.4","4.7","0.9","6.4","4.3","5.1","4.8","0.3","0.8"
"2401519","1992","16","9.6","8.2","4.1","4.1","4.7","3.2","1.3","6.6","1.4","1.9","3.7"
"2401519","1992","17","7.5","9.2","8","5","1.3","2.3","8","1","4.1","6.4","1.7"
"2401519","1992","18","8.6","6.4","7.9","3.3","3","1.2","3.8","3.9","1.9","2.1","3.9"
"2401519","1992","19","7.1","8","5.6","3.7","4.8","2.9","5.2","4.3","5.2","1.1","5.4"
"2401519","1992","20","9.1","2.3","7","6.8","2.8","0.6","5.4","4.6","2.9","0.4","4.2"
"2401519","1992","21","9.3","0.4","6.3","4.5","1.9","5.9","0.5","6.9","2.6","1.4","2.1"
"2401519","1992","22","7.8","5.9","7","3.4","2.5","7.2","0.5","3.2","2.6","3.9","7.6"
"2401519","1992","23","6.5","6.4","9.2","6.9","3.4","3.2","4.6","1.3","5.4","3.4","2.6"
"2401519","1992","24","1.9","3.9","8.1","1.8","3.1","3.3","5","3","4.5","2.8","5.2"
"2401519","1992","25","1.7","1.1","8.4","7.6","9.1","1.2","2.7","4.4","6","2","5.4"
"2401519","1992","26","7.8","6","7.5","0","1.6","7.5","2.3","2.2","6.1","7.8","5"
"2401519","1992","27","6.4","6.2","6.2","0.6","7.2","3.8","5.7","2.8","1.6","5.8","2.9"
"2401519","1992","28","6.4","6.9","9.1","0","1.7","1.1","3","4.3","6.1","4.2","3.3"
"2401519","1992","29","3.4","6.1","9.3","6.4","4.2","4.4","3.7","8","7.2","5.9","1.5"
"2401519","1992","30","4.6","0","6.6","6.4","4.4","4.5","2.8","3.1","4.1","9.6","4.6"
"2401519","1992","31","3.4","0","4.3","0","8.7","0","4.7","5.5","0","9.2","0"
"2401519","1993","1","5.1","4.4","6.7","2.3","3.9","5.5","3.5","8","5.6","5.7","4"
"2401519","1993","2","6.1","2.5","6.6","4.2","2.4","6.6","4.3","3.9","0.5","3.2","1.1"
"2401519","1993","3","3","5.5","6.4","0.9","2.5","3.4","5.6","3","4.2","3.6","0.8"
"2401519","1993","4","3.1","3.2","4.9","1.9","5.7","2.6","0.3","2.3","4.1","9.5","4.4"
"2401519","1993","5","2.6","8.6","5.4","5.9","2.8","5.3","1.5","1.5","1.8","9","4.5"
"2401519","1993","6","2.6","7.8","5.4","2.3","1.2","1.2","7.1","3","3.7","6","4.9"
"2401519","1993","7","5","6.1","6.3","4.8","1.4","2.3","6.5","1.4","4.9","2.8","2.7"
"2401519","1993","8","3.9","3.8","7.2","0.1","3.2","4.5","5","8","3.4","4.6","1.8"
"2401519","1993","9","3.6","7.7","0","3.6","4.6","0.3","3.1","0","3.2","4.4","1"
"2401519","1993","10","4.1","9.7","2.1","3.5","1.1","1.4","2.8","0.6","3.5","4.1","5.7"
"2401519","1993","11","5.8","7","2.2","4.6","5.4","0","0","3","4.2","2.6","1.8"
"2401519","1993","12","7.5","5.9","1.2","6","5.4","6.4","2.4","2.4","2.3","2.3","5.2"
"2401519","1993","13","7.5","9","2.5","0.5","0.2","0.7","1.9","0.3","2.8","0.7","2.1"
"2401519","1993","14","4.3","9.3","0.1","0.5","1","3.6","3.4","3.8","1","3.6","0.4"
"2401519","1993","15","0.4","7.8","8.9","3","3.6","1.8","1.8","4.7","3.1","3.4","5.3"
"2401519","1993","16","1.4","7.1","8.4","2.9","1.6","5.5","2.6","3.7","3.9","0.8","1.9"
"2401519","1993","17","6.3","8.5","6","4.3","3.4","3.4","6.3","3.4","3","3.9","6.6"
"2401519","1993","18","3.6","9","3.4","0.5","2.6","0.4","3.7","4.4","0.8","3.5","4.9"
"2401519","1993","19","7.4","4.9","5.7","4.4","6.1","4","2.7","3.8","6.7","2.4","5.3"
"2401519","1993","20","9.3","6.9","4.7","5.6","7.3","0.2","3.6","2.9","7.9","6.1","4.2"
"2401519","1993","21","8.2","7.1","1.9","3.1","2.3","2.4","8.2","5.1","5.4","1.4","6.4"
"2401519","1993","22","10","5.2","3.7","6.2","7.2","2.6","5.4","4","1.7","2.4","7.5"
"2401519","1993","23","6.9","0","2.4","2.2","5.8","0.5","0.3","0.5","3","1.6","4.1"
"2401519","1993","24","10","7.2","1.6","3.2","4.9","3","1.3","1.1","0.6","4.2","3.3"
"2401519","1993","25","6.8","4.6","5.4","6.3","1.3","1.9","5","3.6","7.3","4.9","4.2"
"2401519","1993","26","5.4","6.6","5.4","0","1.2","0.2","1.5","1","1.8","7.7","2.2"
"2401519","1993","27","5.1","7.5","2.4","3","2.4","2.7","6.8","3.9","8","1.7","5.3"
"2401519","1993","28","6.5","7","3.7","3","1.3","4.5","3.7","3.3","3.5","2.5","1.6"
"2401519","1993","29","5.1","0","6.6","1","1.1","0.1","2","4.7","2.8","3.4","0.1"
"2401519","1993","30","6","0","5.7","4","5.8","2.5","6","5.2","4.4","5","4.2"
"2401519","1993","31","5.8","0","4.9","0","4.2","0","3.6","5.1","0","3.5","0"
"2401519","1994","1","7.6","0.4","4.4","3.4","0.7","2.8","1.5","2.8","4.5","7.4","2"
"2401519","1994","2","8.6","2.5","7.3","0.9","3.6","1.7","1.8","1.5","2.6","5.8","2.7"
"2401519","1994","3","5.4","5.3","6.4","3.4","3","2.2","0.7","1.2","1.4","0.8","1"
"2401519","1994","4","5.9","3.9","3.5","4.9","2.2","0.1","1.6","1.3","3.1","4","1.5"
"2401519","1994","5","5.2","0.6","1.6","7.2","0.9","4.6","0.5","2.5","3.5","2.2","0.3"
"2401519","1994","6","7.3","7.3","5.2","3.2","0.5","4.4","3.7","1.5","3.7","7","4.8"
"2401519","1994","7","2.9","10.1","7.2","4","4.1","4","2.7","2.3","2.8","3.8","6.8"
"2401519","1994","8","3.9","3","7.7","3","2","1.9","1.8","5.8","3.3","1.5","4.3"
"2401519","1994","9","2.7","8.4","2","3.7","2.4","5.7","5.1","6.9","3.5","1.5","1.7"
"2401519","1994","10","3.2","7.2","5.3","8.5","3.4","6.3","2.5","4.5","1.4","1.8","6.9"
"2401519","1994","11","0.5","6.8","2.3","6.3","1.3","3.4","2.8","3.9","2.1","3.1","1.2"
"2401519","1994","12","4.8","9.7","4.4","0.3","5.1","2.8","5.4","3.4","3.8","3.2","3.7"
"2401519","1994","13","4.8","8","1.8","1.6","5.6","3.6","4","8","2.7","5.2","2.5"
"2401519","1994","14","3.5","3","3","4.2","1.9","1.4","4.1","3.3","3.4","0","0.9"
"2401519","1994","15","3","6.1","3.2","1.7","7.2","2.6","2.3","4.2","3.6","7.1","9"
"2401519","1994","16","4.8","7.6","2.1","5.1","3.2","7.9","0.8","5.5","2.3","6.5","8.2"
"2401519","1994","17","5.5","7.1","3.4","2.9","1.6","2.5","0.5","2.9","4.4","7.3","6"
"2401519","1994","18","9.1","3.5","1.1","0.5","1","0","2.9","2.3","3.9","0.2","4"
"2401519","1994","19","9.3","3.6","6.7","1.6","4.2","3.4","2.3","0.4","5.6","4.7","6.6"
"2401519","1994","20","5.9","3.7","5.2","3.7","2.7","3.4","4.9","2","3.4","7.5","3.8"
"2401519","1994","21","9.6","1.1","3.5","5","5.4","4.5","3.9","1.9","4.5","1.4","0.8"
"2401519","1994","22","7.6","3.3","1.3","1.3","0.6","3.5","6.2","5.5","3.5","3.4","5.2"
"2401519","1994","23","7.3","2","1.5","0.3","1","9.2","3.2","1.8","2.1","5.5","1"
"2401519","1994","24","8.5","0","0.4","3","5","9.3","3.7","2","0.9","3","1"
"2401519","1994","25","9.5","1.3","4.1","4.2","0","5.9","4.1","1.2","1.4","2.5","1.7"
"2401519","1994","26","5.6","2.9","4.9","3","3","5.2","6.1","0.8","1.8","5.6","0.4"
"2401519","1994","27","0.6","3.8","2.1","0.5","0.9","2.2","2.3","3.7","1.5","6.6","3.1"
"2401519","1994","28","5.9","3.2","3.1","3.9","5.4","2","3.6","3.2","0.7","8.2","2.8"
"2401519","1994","29","7.8","0","1.1","0","3.4","5.7","2.1","1.5","3.8","7","6.9"
"2401519","1994","30","6.3","0","2.1","0.3","3.3","3.8","1","1.5","1","5.2","6.8"
"2401519","1994","31","4.1","0","0.2","0","1","0","2.6","3.5","0","1.4","0"
"2401519","1995","1","5.6","5.4","5.2","0.6","6","1.6","0","0","1.7","2.2","4.8"
"2401519","1995","2","6.1","5.4","4.9","6.9","2.6","1.4","0","3.3","0.5","3.5","3.2"
"2401519","1995","3","5.9","5.8","1.4","10.3","2.4","0.6","0","6","0.9","5.1","6.5"
"2401519","1995","4","6.1","2","3.6","9.7","0.9","3.4","0","3.4","3.3","9","4.3"
"2401519","1995","5","5.6","2.1","5.9","2.5","4","1.1","1.8","5.4","3.2","2.6","2"
"2401519","1995","6","5.5","0.4","5.1","0.8","4","1.6","0","6.8","5.8","8.4","2.1"
"2401519","1995","7","6","4.5","4.9","7.3","2","1.9","4","4.4","5.4","0.2","4.7"
"2401519","1995","8","7.2","3.2","1.4","4.7","4.8","3.2","5.2","1.6","2.3","4.5","3.3"
"2401519","1995","9","7.1","1.3","2.7","7","2.6","1.6","0","6","1.9","5","0.7"
"2401519","1995","10","7.4","3.8","1.1","7.7","4.2","8","5.5","2.3","3","5.2","6.3"
"2401519","1995","11","6","4.2","1.6","3.7","0.5","5.3","2.3","0.9","1.9","0","5.8"
"2401519","1995","12","6.5","3.3","3.4","1.1","0.2","4.4","4","1.3","5.9","0.7","4.3"
"2401519","1995","13","2.1","3.3","4.5","5.8","0.9","6.6","6.1","0.6","3.1","3","3.8"
"2401519","1995","14","5.3","9.1","6.9","0.3","6.2","1.1","2.7","3.2","3.8","3.1","6.8"
"2401519","1995","15","6.1","9.3","4.5","4.4","3.5","1.7","0","4.4","5.7","4.2","4.2"
"2401519","1995","16","5.2","9.6","7.8","2.8","0.4","5.7","0","6.8","2.7","2.1","3.8"
"2401519","1995","17","2","8.2","7.4","0","1.6","5","4","4.4","7.3","0.7","1.5"
"2401519","1995","18","5.3","6.9","3.1","1.4","0","0","0","4.4","3.2","6.3","4"
"2401519","1995","19","1.9","6.3","7.9","1.9","3.4","3","7.1","2.3","2.6","2.2","5.9"
"2401519","1995","20","0","5.2","2.8","4.9","8.5","4.6","5","6.2","3.3","4.8","5.6"
"2401519","1995","21","1.8","4.2","0.5","3.4","7.1","0.2","0","5.7","5.8","4.7","4.6"
"2401519","1995","22","0.3","6.3","0","6.7","1.4","3.5","5.2","3.4","6.4","2.3","3.7"
"2401519","1995","23","7.1","5.7","0.7","1.6","5.6","0.7","6.1","7","5.1","9.2","8"
"2401519","1995","24","8.6","0","2.8","1.9","3.5","0.9","5.7","3","7.5","4.5","6.4"
"2401519","1995","25","4.5","0","3.9","2","2.8","4.5","8.6","5.1","2.5","7.2","7.8"
"2401519","1995","26","4.8","0","2.2","2.2","5.2","2.3","0","3.4","4.9","1.2","7.6"
"2401519","1995","27","6.2","0","6.7","4.8","2.8","1.5","0.6","3.7","6.7","1.9","7.7"
"2401519","1995","28","3.3","0","6.8","0.2","5.3","4.6","3.7","1.3","7.8","4.6","6.5"
"2401519","1995","29","6.4","0","2.8","0","6.7","0.7","3.4","9.5","7.1","5.7","8.2"
"2401519","1995","30","7.8","0","3.2","3.9","5.6","5.1","7.3","4.7","7.8","7.2","6.8"
"2401519","1995","31","6.4","0","3.3","0","2.6","0","5.3","6.6","0","3.7","0"
"2401519","1996","1","4.1","3.5","2","2.8","4.1","6.9","4","6.6","6.4","1.6","8.5"
"2401519","1996","2","4.4","5.8","0.3","5.6","9.4","3","3","2.1","6.2","6","3.3"
"2401519","1996","3","5.7","2.9","2.3","2.1","3.5","2.3","6","2.9","2.8","5.2","8.4"
"2401519","1996","4","1.9","1.7","0.1","7.5","6.1","1.5","6","3.1","4","2.6","9.9"
"2401519","1996","5","7.8","2.8","4","3.3","5.6","3.5","9.1","4","4.9","5.6","9.6"
"2401519","1996","6","6.7","4.1","4","0.8","1.1","5.8","6","3.7","3.3","6.4","5.1"
"2401519","1996","7","5.7","1.7","0.2","1.7","2.5","2.6","3.9","6.3","3.9","3.6","2.7"
"2401519","1996","8","6.3","6.7","1.8","5.9","3.4","4.6","4.2","5.1","6.1","4.9","5.4"
"2401519","1996","9","6.4","5.1","5.7","5.5","2.8","2.9","6.5","5.6","8.1","3.4","0"
"2401519","1996","10","3.4","0.6","8.8","3.7","5","2.2","4.1","2.2","6","2.8","7"
"2401519","1996","11","4","1.1","2","5.1","4.1","3.9","8.1","5.9","3.7","6.4","1.2"
"2401519","1996","12","4.7","2.8","5.9","2.9","0.3","6.2","2.5","3","7.9","2.8","1.2"
"2401519","1996","13","2.7","1.7","6.2","8.2","5.4","2","3.7","7.5","2.7","4.6","2.4"
"2401519","1996","14","0","2.7","5.6","5.6","7.7","5.3","5.4","3.7","3.1","4.9","1.7"
"2401519","1996","15","3.8","3.6","2.7","7.3","1.1","2.6","4.2","1.8","2.3","1","4.1"
"2401519","1996","16","3.8","2.3","6","7.8","1","0.4","3.1","3.6","4","0.9","2"
"2401519","1996","17","3.1","4.5","8.1","8.4","1.5","2.6","6.2","10.2","0.3","4.5","5.9"
"2401519","1996","18","6.4","0","8.6","6.8","6.5","0.4","2.9","2.2","2.5","2.1","3.2"
"2401519","1996","19","4","4.9","7.9","6.5","5.6","0.4","0.7","3.6","6.8","4.7","3.9"
"2401519","1996","20","2.9","8.6","7.7","8.1","0.2","2.6","3.6","1","1.4","4.1","8.7"
"2401519","1996","21","0.1","8.9","0.3","5.1","7.7","3.9","3.1","2.2","9.8","5","3.6"
"2401519","1996","22","3.2","6.4","2.3","5.5","2.9","0.8","1.5","5.1","8.4","3.7","2.8"
"2401519","1996","23","1","7.1","4.6","2","0.6","1.7","8.3","5.3","0","2.4","1.5"
"2401519","1996","24","5.6","6.9","5.1","1.8","0.6","3.5","4.5","7.5","1.7","7.7","1.5"
"2401519","1996","25","6.3","5","5.7","2.3","3.3","0.4","3.6","5.3","3.6","7.1","1"
"2401519","1996","26","8.2","5.4","4.5","4.3","4.6","1.5","4.7","7","1.4","7.6","8.1"
"2401519","1996","27","9","1","3.1","3.6","2","5","4","2.6","2.4","5","6.9"
"2401519","1996","28","6.6","4.2","3.5","4.4","5.1","1.6","1.1","4.7","2.2","0.8","7.9"
"2401519","1996","29","6","5.6","8.4","0.8","1.9","6.7","3.8","4.3","3.3","2.2","3.4"
"2401519","1996","30","3","0","6.8","1.3","5.1","0.3","0.7","9.4","3.4","3.8","3.7"
"2401519","1996","31","1.1","0","4.8","0","5.7","0","7","3.5","0","8.6","0"
"2401519","1997","1","0.4","8","7.2","4.5","0.6","0.4","3","5.7","4.5","6.8","3.1"
"2401519","1997","2","1.8","7.7","7.6","4.9","0.5","4.7","5.6","2.2","1.1","4.8","4.8"
"2401519","1997","3","3","7.3","8.8","6.1","4.8","2.4","2.5","4.2","6.7","4","5.3"
"2401519","1997","4","5.2","5.6","9.9","4.5","1.6","0","5.4","0.6","7.9","9.3","4.5"
"2401519","1997","5","5","4","6.3","1","3.9","6","0.6","1.2","6.6","5.4","0.6"
"2401519","1997","6","3.9","6.2","9.6","1.9","6.2","3.9","5.4","0.5","5","5.5","1"
"2401519","1997","7","3.2","5.6","8.7","7.1","2.1","7.6","1.1","6","7.3","1.5","1.7"
"2401519","1997","8","4","3.4","8.4","5.9","3.5","1.6","2.9","2.7","3.5","6.7","0.4"
"2401519","1997","9","0.6","3.2","6.8","4.6","2.7","1.4","1.2","1.4","5.8","8.3","0.5"
"2401519","1997","10","0.8","2.3","2.8","4","3.8","2.8","3","6.2","4.8","7.8","0.2"
"2401519","1997","11","0.3","3","7.7","2.9","0.6","6.2","1.7","8.2","2.3","2.6","4.6"
"2401519","1997","12","4.7","4.4","2.5","1.4","3.3","1.4","3.2","4.1","2.8","3.5","6.6"
"2401519","1997","13","6.4","3.8","0.6","2.5","2.5","1.6","1.7","3.7","9.4","3.6","6.4"
"2401519","1997","14","5.1","2.8","8.5","6.8","1.3","2.4","0.4","2.2","3.2","4.4","4.1"
"2401519","1997","15","4.1","6","5.7","5.5","4.4","4","1","4.4","4.8","2.8","0.5"
"2401519","1997","16","1.4","9.1","0","6.4","2.5","5.8","4.7","4.3","5.6","4","4.8"
"2401519","1997","17","3.3","4.7","0.3","2.3","3.6","7.6","2.9","3.1","6.8","4.6","5.2"
"2401519","1997","18","7.1","6.6","0.7","3.1","5.7","3.4","2.9","3.2","1.2","5.1","6.3"
"2401519","1997","19","7.4","8.3","1","1.5","0.6","4.6","8.3","2.8","4.2","7.7","6.6"
"2401519","1997","20","8","10","8","3.7","1.7","6.8","5.3","5.4","5.2","7.2","3.7"
"2401519","1997","21","5.7","6.7","2.8","0.9","2.5","6.7","2","3.3","6.1","4.3","2.9"
"2401519","1997","22","3.2","4.5","9","0.7","4.1","6.6","2.4","3.6","3","5","6.4"
"2401519","1997","23","4.5","4.9","7.1","7","5.4","4.8","1.9","3.5","0.8","7","2.6"
"2401519","1997","24","1.8","3","7.1","5.1","3.6","3.2","4.6","3.1","1.5","7.1","4"
"2401519","1997","25","3.9","2.1","6.6","3.5","2.9","1","1.1","6.9","0.3","7","2.7"
"2401519","1997","26","2.3","3.3","4.2","5.7","1.7","0","3.9","3.1","3.6","8.4","1.1"
"2401519","1997","27","8.2","7","8.3","8.3","3.8","8.3","0.8","0.9","4.5","2.6","4.4"
"2401519","1997","28","8.2","9.6","7.9","7.6","5","9.7","2.9","7.8","2.1","3.6","5.1"
"2401519","1997","29","7.1","0","3.9","10.1","1.8","9.1","4.9","9.1","3.1","1.7","5.1"
"2401519","1997","30","6.3","0","4.1","8","0.4","0","2.5","6.6","7.9","3.1","2.1"
"2401519","1997","31","4.2","0","5.1","0","4.7","0","3.1","8.2","0","5.1","0"
"2401519","1998","1","3.1","3.4","6.5","1.8","2.3","1.8","2.2","2.2","4.4","0.2","0"
"2401519","1998","2","6","7.2","9.1","3.3","4.2","1.4","1.6","3.1","5.7","3.4","0"
"2401519","1998","3","3.8","5.2","4.1","1.3","3.7","0","3.5","4.9","2.9","6.6","0"
"2401519","1998","4","4.2","4.4","4.9","1.6","0.2","5.5","4.3","1.8","6","4.5","0"
"2401519","1998","5","4","7.7","2.7","7.8","0.4","2.3","3.4","3.9","4.2","6.4","0"
"2401519","1998","6","0.5","5.7","6.6","3.8","1.4","2.7","2.8","3.8","6.8","4.9","0"
"2401519","1998","7","7.1","3.4","3.4","6.9","3.2","4.9","3.9","0.9","8.6","4.5","0"
"2401519","1998","8","2.7","0.2","1.3","3.9","4.8","1.5","3","8.4","0.7","4.6","0"
"2401519","1998","9","5.2","0.9","4","6.9","3.2","0.8","7","8.5","6.4","0.6","0"
"2401519","1998","10","3.8","1.6","8","7.8","2.6","4.1","0.5","6.5","5.7","5.5","0"
"2401519","1998","11","7","5.2","7.7","7.1","7.2","5.7","5","5.2","4.5","5.5","0"
"2401519","1998","12","6.3","1.3","6.4","7.5","2.8","3.1","3.4","2.2","4.7","7.1","0"
"2401519","1998","13","4.4","0.4","8.7","2","2.1","8.5","6.3","4.7","3.5","5.1","0"
"2401519","1998","14","2.3","3.5","8","4.4","4.7","6.5","2.8","9.1","1.1","4.4","0"
"2401519","1998","15","1.4","3.4","6","3.6","1.8","0.4","2.1","0.8","2","5.3","0"
"2401519","1998","16","4","3.4","7.7","3.4","0","0.9","2.1","1","5.7","4","0"
"2401519","1998","17","3.4","7.5","8.3","3.8","0","2.3","3","4.4","7.6","5.8","0"
"2401519","1998","18","1.9","8.2","8.5","2.8","3.3","6.4","5.6","9.6","5.2","7.5","0"
"2401519","1998","19","6.6","9.5","7.1","0.4","4.7","4.1","3.5","6.3","3.3","2.7","0"
"2401519","1998","20","5.9","7.2","2.2","3.9","10.2","3.1","4.3","3.9","3.6","1.7","0"
"2401519","1998","21","6.7","8","2.7","3.6","6.7","6.2","3.5","3.6","2.4","0","0"
"2401519","1998","22","8.2","6.5","5.7","3.5","5.8","1.1","1","6.7","6.1","0","0"
"2401519","1998","23","7.9","6.4","0.3","2.9","0.4","0.7","2.6","6.5","1.1","0","0"
"2401519","1998","24","8.6","7.2","4.5","4.1","2.3","3.4","4","4.9","5.1","0","0"
"2401519","1998","25","9.2","8.1","2.1","6.8","1.6","1.9","2.4","2.4","5","0","0"
"2401519","1998","26","8.3","9.4","3.5","1.1","0.7","1.5","3.4","0.4","2.8","0","0"
"2401519","1998","27","7.5","9","3.8","6.1","5.6","0.2","4.2","2.9","3.2","0","0"
